0.89795,0.89746,0.89697,0.89893,0.89941,0.89795,0.90186,0.94336,1.0347,1.0728,0.88916,0.43604,-0.11377,-0.33252,-0.52881,-0.55127,-0.31396,-0.38965,-0.22705,-0.77002,-0.98584,-1.0254,-0.97217,-0.78174,-0.65137,-0.5127,-0.45361,-0.40479,-0.40674,-0.38037,-0.25098,0.026855,-0.12109,0.65381,0.31885,0.30713,0.44189,0.43408,0.30371,0.34521
0.39258,0.38525,0.39258,0.39307,0.39746,0.3999,0.40088,0.41406,0.53467,0.64795,1.1875,1.1138,1.0093,1.0132,0.77295,0.66016,0.37305,0.21191,0.2959,0.54541,0.91943,1.125,1.2095,0.99658,0.80469,0.50781,0.39258,0.4043,0.59814,0.81348,0.82275,1.0044,1.4653,1.4414,0.93555,0.79346,0.80176,0.79346,0.83398,0.80664
-0.14062,-0.14355,-0.13721,-0.13818,-0.14795,-0.15186,-0.14648,-0.15137,-0.24463,-0.1167,0.20947,0.14062,0.10889,0.13037,0.11621,0.11133,0.01123,-0.1543,0.01709,-0.038574,-0.059082,-0.0083008,0.070801,0.11426,0.10156,0.11865,0.11475,0.088867,0.13184,0.18359,0.012207,-0.041992,0.003418,0.18799,0.078125,0.10254,0.11914,0.1167,0.032227,0.10352
-3,-1,-2,-2,-2,-2,1,-7,2,3,1,-9,-27,-28,-3,-8,-11,12,23,-12,9,-2,-2,-5,-7,-8,-12,-1,8,1,-1,4,-30,-1,-17,1,4,9,-4,5
-1,0,-1,-2,-2,-2,-1,-8,1,10,1,-19,-17,-5,-5,-1,-7,-1,7,-2,6,-5,-2,-11,4,-3,-5,2,-5,-7,-7,7,-6,3,-5,-1,-2,0,0,-1
-1,-1,-1,-3,-1,0,-1,-4,0,-31,8,-17,0,3,-7,2,-11,-2,0,-2,-1,-1,0,-11,2,0,-6,6,-3,-4,-4,0,-8,7,-4,0,-2,-2,1,-2
-1,0,-1,1,-3,0,0,-2,0,-18,-20,11,19,-14,9,-10,-24,2,-4,-1,-4,-6,1,-6,4,1,-5,14,-13,-5,1,0,-21,8,-16,2,-1,-2,-1,1
-1,-2,-1,1,-2,0,-1,0,1,-6,-8,2,0,-8,1,-3,-13,-2,-3,0,2,2,1,-5,1,3,-2,7,-5,-1,2,-2,-2,-1,-3,2,-5,-2,-2,-1
0,-2,-1,-2,-2,0,-2,-1,0,-1,-1,-3,-2,-4,-1,2,-1,2,-2,-1,1,3,1,-5,6,2,-2,-1,-3,-2,2,-1,-2,1,-4,8,-5,-3,-2,-3
-1,-2,0,0,-2,0,-3,0,0,-4,2,-6,-3,-4,0,0,10,2,-1,-11,0,1,0,-9,2,-6,2,-5,-3,-1,1,5,0,-1,-8,-2,-1,-4,-2,-1
